folder,id,display_name,description,type,units,domain,labels,calculation,commonly_used,forms
Clinical Data/Diagnostic Studies/Heart Rate Variability,event09end,Respiratory event (09) end time,"",numeric,seconds from start of recording,"",heart rate variability,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,event09start,Respiratory event (09) start time,"",numeric,seconds from start of recording,"",heart rate variability,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,event10end,Respiratory event (10) end time,"",numeric,seconds from start of recording,"",heart rate variability,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,event10start,Respiratory event (10) start time,"",numeric,seconds from start of recording,"",heart rate variability,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,event11end,Respiratory event (11) end time,"",numeric,seconds from start of recording,"",heart rate variability,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,event11start,Respiratory event (11) start time,"",numeric,seconds from start of recording,"",heart rate variability,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,event12end,Respiratory event (12) end time,"",numeric,seconds from start of recording,"",heart rate variability,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,event12start,Respiratory event (12) start time,"",numeric,seconds from start of recording,"",heart rate variability,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,event13end,Respiratory event (13) end time,"",numeric,seconds from start of recording,"",heart rate variability,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,event13start,Respiratory event (13) start time,"",numeric,seconds from start of recording,"",heart rate variability,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,event14end,Respiratory event (14) end time,"",numeric,seconds from start of recording,"",heart rate variability,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,event14start,Respiratory event (14) start time,"",numeric,seconds from start of recording,"",heart rate variability,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,event15end,Respiratory event (15) end time,"",numeric,seconds from start of recording,"",heart rate variability,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,event15start,Respiratory event (15) start time,"",numeric,seconds from start of recording,"",heart rate variability,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,event16end,Respiratory event (16) end time,"",numeric,seconds from start of recording,"",heart rate variability,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,event16start,Respiratory event (16) start time,"",numeric,seconds from start of recording,"",heart rate variability,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,event17end,Respiratory event (17) end time,"",numeric,seconds from start of recording,"",heart rate variability,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,event17start,Respiratory event (17) start time,"",numeric,seconds from start of recording,"",heart rate variability,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,event18end,Respiratory event (18) end time,"",numeric,seconds from start of recording,"",heart rate variability,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,event18start,Respiratory event (18) start time,"",numeric,seconds from start of recording,"",heart rate variability,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,hasrespevent,1 or more respiratory events in 5 minute window,"",choices,"",noyes,heart rate variability,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,hf,High frequency power: the normal sinus to normal sinus interbeat (NN) interval spectral power between 0.15 and 0.4 Hz,"",numeric,milliseconds squared,"",heart rate variability;ms2,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,hf_n,High frequency power (normalized),"",numeric,"","",heart rate variability,hf_n = hf / (lf + hf),"",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,ihr,Instantaneous heart rate,"",numeric,beats per minute,"",heart rate variability;bpm,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,lf,Low frequency power: the normal sinus to normal sinus interbeat (NN) interval spectral power between 0.04 and 0.15 Hz,"",numeric,milliseconds squared,"",heart rate variability;ms2,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,lf_hf,The ratio of low to high frequency power,"",numeric,"","",heart rate variability,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,lf_n,Low frequency power (normalized),"",numeric,"","",heart rate variability,lf_n = lf / (lf + hf),"",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,nn_rr,Ratio of consecutive normal sinus beats (NN) over all cardiac inter-beat (RR) intervals,"",numeric,"","",heart rate variability,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,pnn10,Percentage of differences between adjacent normal sinus to normal sinus interbeat (NN) intervals that are >10 ms,"",numeric,percent,"",heart rate variability;%,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,pnn20,Percentage of differences between adjacent normal sinus to normal sinus interbeat (NN) intervals that are >20 ms,"",numeric,percent,"",heart rate variability;%,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,pnn30,Percentage of differences between adjacent normal sinus to normal sinus interbeat (NN) intervals that are >30 ms,"",numeric,percent,"",heart rate variability;%,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,pnn40,Percentage of differences between adjacent normal sinus to normal sinus interbeat (NN) intervals that are >40 ms,"",numeric,percent,"",heart rate variability;%,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,pnn50,Percentage of differences between adjacent normal sinus to normal sinus interbeat (NN) intervals that are >50 ms,"",numeric,percent,"",heart rate variability;%,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,rmssd,Square root of the mean of the squares of difference between adjacent normal sinus to normal sinus interbeat (NN) intervals,"",numeric,milliseconds,"",heart rate variability;ms,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,sdann,Standard deviation of the averages of normal sinus to normal sinus interbeat (NN) intervals in all 5-minute segments,"",numeric,milliseconds,"",heart rate variability;ms,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,sdnn,Standard deviation of all normal sinus to normal sinus interbeat (NN) intervals,"",numeric,milliseconds,"",heart rate variability;ms,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,sdnnidx,Mean of the standard deviations of normal sinus to normal sinus interbeat (NN) intervals in all 5-minute segments,"",numeric,milliseconds,"",heart rate variability;ms,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,sleepstage01,Sleep stage of first 30 second epoch in 5 minute window,"",choices,"",sleepstage,heart rate variability,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,sleepstage02,Sleep stage of second 30 second epoch in 5 minute window,"",choices,"",sleepstage,heart rate variability,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,sleepstage03,Sleep stage of third 30 second epoch in 5 minute window,"",choices,"",sleepstage,heart rate variability,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,sleepstage04,Sleep stage of fourth 30 second epoch in 5 minute window,"",choices,"",sleepstage,heart rate variability,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,sleepstage05,Sleep stage of fifth 30 second epoch in 5 minute window,"",choices,"",sleepstage,heart rate variability,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,sleepstage06,Sleep stage of sixth 30 second epoch in 5 minute window,"",choices,"",sleepstage,heart rate variability,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,sleepstage07,Sleep stage of seventh 30 second epoch in 5 minute window,"",choices,"",sleepstage,heart rate variability,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,sleepstage08,Sleep stage of eighth 30 second epoch in 5 minute window,"",choices,"",sleepstage,heart rate variability,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,sleepstage09,Sleep stage of ninth 30 second epoch in 5 minute window,"",choices,"",sleepstage,heart rate variability,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,sleepstage10,Sleep stage of tenth 30 second epoch in 5 minute window,"",choices,"",sleepstage,heart rate variability,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,start__sec_,5 minute window start time,"",numeric,seconds from start of recording,"",heart rate variability,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,tot_pwr,Total normal sinus to normal sinus interbeat (NN) interval spectral power up to 0.4 Hz,"",numeric,milliseconds squared,"",heart rate variability;ms2,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,ulf,Ultra-low frequency power: the normal sinus to normal sinus interbeat (NN) interval spectral power between 0 and 0.003 Hz,"",numeric,milliseconds squared,"",heart rate variability;ms2,"","",""
Clinical Data/Diagnostic Studies/Heart Rate Variability,vlf,Very low frequency power: the normal sinus to normal sinus interbeat (NN) interval spectral power between 0.003 and 0.04 Hz,"",numeric,milliseconds squared,"",heart rate variability;ms2,"","",""
Clinical Data/Diagnostic Studies/Lung Function,fev1,Forced Expiratory Volume (FEV 1) (Sleep Heart Health Study Visit One (SHHS1)),in One Second,numeric,liters,"",spirometry,"",true,""
Clinical Data/Diagnostic Studies/Lung Function,fvc,Forced Vital Capacity (FVC) (Sleep Heart Health Study Visit One (SHHS1)),"",numeric,liters,"",spirometry,"",true,""
Clinical Data/Incident Outcomes/Cardiovascular Diseases,afibincident,Incident Atrial Fibrillation (AF) after SHHS Visit 1,"Variable created as part of the analysis for [Tung et al. 2017 (PubMed ID: 28668820)](https://www.ncbi.nlm.nih.gov/pubmed/28668820). Incident AF was considered present if AF was identified on a 12-lead ECG obtained at the second SHHS exam or was adjudicated by the parent cohorts at any time between the baseline PSG and the final follow-up date for AF ascertainment of June 30, 2006.",choices,"",noyes,adjudicated;a-fib,"",true,""
Clinical Data/Incident Outcomes/Cardiovascular Diseases,afibprevalent,Prevalent Atrial Fibrillation (AF) at SHHS Visit 1,Variable created as part of the analysis for [Tung et al. 2017 (PubMed ID: 28668820)](https://www.ncbi.nlm.nih.gov/pubmed/28668820). Prevalent AF was defined by any of the following: a positive response to the question 'Has a doctor ever told you that you have or had atrial fibrillation'; AF identified on resting 12-lead ECG at the baseline SHHS exam; or if the parent study identified AF documented in the medical record before the SHHS baseline exam.,choices,"",noyes,adjudicated;a-fib,"",true,""
Clinical Data/Incident Outcomes/Cardiovascular Diseases,ang_date,Days to First Angina Episodes Since Baseline,Time since Sleep Heart Health Study Visit One (SHHS 1) Sleep Study to date of first angina pectoris episode,numeric,days from index date,"",adjudicated;tto_angdate; chest pain,"","",""
Clinical Data/Incident Outcomes/Cardiovascular Diseases,angina,Number of Angina Episodes Since Baseline,Angina episodes since baseline Polysomnogram (PSG) (as recorded in parent studies datasets),numeric,number of events,"",adjudicated; chest pain,"",true,""
Clinical Data/Incident Outcomes/Cardiovascular Diseases,any_chd,Any Coronary Heart Disease (CHD) Since Baseline?,Any Coronary Heart Disease (CHD) since baseline Polysomnogram (PSG) (as recorded in parent studies datasets),choices,"",noyes,adjudicated,"",true,""
Clinical Data/Incident Outcomes/Cardiovascular Diseases,any_cvd,Any Cardiovascular Disease (CVD) Since Baseline?,Any Cardiovascular Disease (CVD) since baseline Polysomnogram (PSG) (as recorded in parent studies datasets),choices,"",noyes,adjudicated,"",true,""
Clinical Data/Incident Outcomes/Cardiovascular Diseases,bpmeds,Interim Follow-up: Treated for high blood pressure (BP) with medications since sleep study,"",choices,"",yesnod,htn;hypertension;interim_shhs,"","",""
Clinical Data/Incident Outcomes/Cardiovascular Diseases,cabg,Number of coronary artery bypass graft surgeries (CABGs) Since Baseline,coronary artery bypass graft surgery (CABG) since baseline Polysomnogram (PSG) (as recorded in parent studies datasets),numeric,number of events,"",adjudicated;stent,"",true,""
Clinical Data/Incident Outcomes/Cardiovascular Diseases,cabg_date,Days to First coronary artery bypass graft surgery (CABG) Since Baseline,Time since Sleep Heart Health Study Visit One (SHHS 1) Sleep Study to date of first coronary artery bypass graft surgery (CABG),numeric,days from index date,"",adjudicated;tto_cabgdate,"","",""
Clinical Data/Incident Outcomes/Cardiovascular Diseases,cabgptca,Interim Follow-up: Coronary artery bypass graft surgery (CABG)/Percutaneous transluminal coronary angioplasty (PTCA) during interval since the prior parent exam,"",choices,"",noyes01,interim_shhs,"","",""
Clinical Data/Incident Outcomes/Cardiovascular Diseases,cabgptcadt,Interim Follow-up: Days from index date to Coronary artery bypass graft surgery (CABG)/Percutaneous transluminal coronary angioplasty (PTCA),"",numeric,days from index date,"",interim_shhs,"","",""
Clinical Data/Incident Outcomes/Cardiovascular Diseases,carotidend,Interim Follow-up: Carotid Endarterectomy during interval since the prior parent exam,"",choices,"",noyes01,interim_shhs,"","",""
